"Id nieruchomości","Nazwa dewelopera","Nr KRS","Nr wpisu do CEiDG","Nr NIP","Nr REGON","Nr telefonu","Adres poczty elektronicznej","Nr faxu","Adres strony internetowej dewelopera","Województwo adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Powiat adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera ","Gmina adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Miejscowość adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Ulica adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Nr nieruchomości adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Nr lokalu adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Kod pocztowy adresu siedziby/głównego miejsca wykonywania działalności gospodarczej dewelopera","Nazwa inwestycji","Adres strony internetowej inwestycji","Województwo adresu lokalu w którym prowadzona jest sprzedaż","Powiat adresu lokalu w którym prowadzona jest sprzedaż","Gmina adresu lokalu w którym prowadzona jest sprzedaż","Miejscowość adresu lokalu w którym prowadzona jest sprzedaż","Ulica adresu lokalu w którym prowadzona jest sprzedaż","Nr nieruchomości adresu lokalu w którym prowadzona jest sprzedaż","Nr lokalu adresu lokalu w którym prowadzona jest sprzedaż","Kod pocztowy adresu lokalu w którym prowadzona jest sprzedaż","Województwo lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Powiat lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Gmina lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Miejscowość lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Ulica lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Nr nieruchomości lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Kod pocztowy lokalizacji przedsięwzięcia deweloperskiego lub zadania inwestycyjnego","Rodzaj nieruchomości: lokal mieszkalny dom jednorodzinny","Nr nieruchomości nadany przez dewelopera",Powierzchnia,"Piętro nieruchomości","Liczba pokoi","Stawka VAT (%)",Waluta,"Cena za m2 nieruchomości","Data od której obowiązuje cena za m2 nieruchomości","Cena nieruchomości","Data od której obowiązuje cena nieruchomości","Adres strony internetowej pod którym dostępny jest prospekt informacyjny","Inne świadczenia pieniężne"
2738,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)2,2.27,-1,X,8,PLN,6000.00,"2025-11-04 00:00",13620.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2739,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)3,2.32,-1,X,8,PLN,6000.00,"2025-11-04 00:00",13920.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2740,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)4,1.34,-1,X,8,PLN,7500.00,"2025-11-04 00:00",10050.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2741,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)5,1.34,-1,X,8,PLN,7500.00,"2025-11-04 00:00",10050.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2742,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)6,1.24,-1,X,8,PLN,7500.00,"2025-11-04 00:00",9300.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2743,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)7,2.07,-1,X,8,PLN,6000.00,"2025-11-04 00:00",12420.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2744,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)8,1.89,-1,X,8,PLN,6200.00,"2025-11-04 00:00",11718.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2745,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)9,2.08,-1,X,8,PLN,5900.00,"2025-11-04 00:00",12272.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2746,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)10,2.21,-1,X,8,PLN,5900.00,"2025-11-04 00:00",13039.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2747,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)11,1.42,-1,X,8,PLN,7000.00,"2025-11-04 00:00",9940.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2748,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)12,1.42,-1,X,8,PLN,7000.00,"2025-11-04 00:00",9940.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2749,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)13,2.10,-1,X,8,PLN,5800.00,"2025-11-04 00:00",12180.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2750,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)14,2.79,-1,X,8,PLN,5100.00,"2025-11-04 00:00",14229.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2751,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)15,3.01,-1,X,8,PLN,4900.00,"2025-11-04 00:00",14749.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2752,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)16,2.35,-1,X,8,PLN,5500.00,"2025-11-04 00:00",12925.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2753,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)17,2.85,-1,X,8,PLN,5200.00,"2025-11-04 00:00",14820.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2754,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)18,2.75,-1,X,8,PLN,5500.00,"2025-11-04 00:00",15125.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2755,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)19,2.81,-1,X,8,PLN,5400.00,"2025-11-04 00:00",15174.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2756,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)20,3.56,-1,X,8,PLN,5200.00,"2025-11-04 00:00",18512.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2757,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(-1)21,4.73,-1,X,8,PLN,4800.00,"2025-11-04 00:00",22704.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2758,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(0)1,2.04,0,X,8,PLN,6200.00,"2025-11-04 00:00",12648.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2759,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(0)2,2.03,0,X,8,PLN,6200.00,"2025-11-04 00:00",12586.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2760,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(0)3,2.64,0,X,8,PLN,5500.00,"2025-11-04 00:00",14520.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2761,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(0)4,2.08,0,X,8,PLN,6200.00,"2025-11-04 00:00",12896.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2762,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(0)5,1.90,0,X,8,PLN,6300.00,"2025-11-04 00:00",11970.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2763,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(1)1,1.68,1,X,8,PLN,6700.00,"2025-11-04 00:00",11256.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2764,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(1)2,2.49,1,X,8,PLN,6200.00,"2025-11-04 00:00",15438.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2765,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(2)1,1.68,2,X,8,PLN,6700.00,"2025-11-04 00:00",11256.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2766,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(2)2,2.62,2,X,8,PLN,6200.00,"2025-11-04 00:00",16244.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2767,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(3)1,1.68,3,X,8,PLN,6700.00,"2025-11-04 00:00",11256.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2768,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(3)2,2.62,3,X,8,PLN,6200.00,"2025-11-04 00:00",16244.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2769,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(4)1,1.68,4,X,8,PLN,6800.00,"2025-11-04 00:00",11424.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2770,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(4)2,2.62,4,X,8,PLN,6300.00,"2025-11-04 00:00",16506.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2771,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(5)1,1.68,5,X,8,PLN,6800.00,"2025-11-04 00:00",11424.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2772,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(5)2,2.62,5,X,8,PLN,6300.00,"2025-11-04 00:00",16506.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2773,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(6)1,1.68,6,X,8,PLN,6900.00,"2025-11-04 00:00",11592.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2774,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(6)2,2.49,6,X,8,PLN,6400.00,"2025-11-04 00:00",15936.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2775,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(7)1,1.68,7,X,8,PLN,6900.00,"2025-11-04 00:00",11592.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2776,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(7)2,2.62,7,X,8,PLN,6400.00,"2025-11-04 00:00",16768.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2777,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(8)1,1.68,8,X,8,PLN,7000.00,"2025-11-04 00:00",11760.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
2778,"MADEY DEVELOPMENT 6 Spółka z ograniczoną odpowiedzialnością",0001179630,X,7282898948,542036426,576117119,sprzedaz@madeydevelopment.pl,X,www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Przybyszewskiego,199,205,93-120,"Piekarska Park",www.piekarskapark.pl,łódzkie,Łódź,Łódź,Łódź,Inflancka,120,X,91-848,łódzkie,Łódź,X,Łódź,Piekarska,27/29,91-314,"Komorka lokatorska",PB(8)2,2.62,8,X,8,PLN,6500.00,"2025-11-04 00:00",17030.00,"2025-11-04 00:00",https://piekarskapark.pl/prospekt,X
